#Digilent WaveForms Network Analyzer - Bode
#Device Name: DiscoveryStudio
#Serial Number: SN:210384B2F9A0
#Date Time: 2024-09-04 00:28:50.451
#Start: 10 Hz
#Stop: 100000 Hz
#Steps: 401
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.54337 V
#Offset: 0.000283953 V
#Relative: no
#Channel: Channel 2
#Range: 5.50952 V
#Offset: 0.000258603 V
#Relative: yes

#
Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
33.11311214825911,0.009990427453184514,-18.63826411693183,76.31811600632921
33.88441561392028,0.009946558528616761,-18.45010282814698,76.01623114864677
34.67368504525317,0.009800871640548655,-18.26303264473142,75.70969080799973
35.48133892335753,0.00993116017459628,-18.075585992691,75.39083485735088
36.30780547701014,0.00965488512095276,-17.89062549299366,75.06693736472209
37.15352290971724,0.009869931251982423,-17.70294071903913,74.73845252230953
38.01893963205612,0.00983612570435391,-17.5166904448819,74.39567458324318
38.90451449942805,0.009796631474804016,-17.33184103275526,74.05872004652008
39.81071705534973,0.009603959195126884,-17.14564403730799,73.70760368860056
40.73802778041126,0.009570804820064751,-16.96228339539766,73.34608684689532
41.68693834703355,0.009548500580948756,-16.78068593059774,72.98904788507541
42.65795188015926,0.009292253113106292,-16.59711085746986,72.61829674266147
43.65158322401661,0.009512693054880979,-16.41640160133052,72.23768837948562
44.6683592150963,0.009160712133525029,-16.23470896276538,71.85065662844426
45.70881896148752,0.009086682542197844,-16.05458401059017,71.45812504562939
46.77351412871981,0.009028511680809648,-15.8745865114587,71.05984594409648
47.86300923226386,0.008952242186319423,-15.69777849044121,70.6553270929264
48.97788193684461,0.008649812585342124,-15.52053524143495,70.241566295653
50.11872336272725,0.008937404235296417,-15.34414291017176,69.81286945807062
51.28613839913648,0.008598597105740303,-15.16807886495704,69.39027564213178
52.48074602497723,0.008691569220636835,-14.99358857165108,68.95006029153879
53.70317963702527,0.008293649584668517,-14.81989812380547,68.50469110546402
54.95408738576248,0.008331290194405264,-14.64830143094544,68.05212458385392
56.23413251903491,0.007956739499124708,-14.47639245727807,67.6014210453404
57.54399373371567,0.007767837389390848,-14.30609690485996,67.13051652902385
58.88436553555889,0.007843800191341765,-14.13733685654424,66.65924396164215
60.25595860743581,0.007531741029187838,-13.96889160430847,66.16936083088552
61.65950018614823,0.00759335980058721,-13.80287861527589,65.68590968275228
63.0957344480193,0.007466220155124552,-13.63738521125042,65.18459884090768
64.56542290346556,0.007267720861732208,-13.47343109815437,64.68253638509874
66.06934480075957,0.007109945667693811,-13.31109129087482,64.17556168790784
67.60829753919819,0.006792100183862088,-13.14963340514891,63.65116741536524
69.18309709189363,0.006733900000265329,-12.9898698755002,63.12697883243499
70.79457843841381,0.00664087141582291,-12.8317965545708,62.59063865823229
72.44359600749898,0.006463186001791077,-12.67555429225953,62.04975170165011
74.13102413009177,0.006644381699352954,-12.52058591454729,61.50480168165036
75.85775750291835,0.006281918842582485,-12.36630711483892,60.94904766622096
77.62471166286919,0.005914632739751355,-12.21382085196074,60.38611256207412
79.43282347242813,0.006038048136211278,-12.06366658190269,59.8198644183792
81.28305161640995,0.005775510067753891,-11.91622924347821,59.24705314517121
83.17637711026708,0.005531893189311637,-11.76883209861974,58.66254574475984
85.11380382023768,0.005559918974059621,-11.62392801637456,58.0786382703851
87.09635899560806,0.005252289651068872,-11.48141235884542,57.48111225019413
89.12509381337459,0.005109896410735387,-11.34023146566259,56.88473508167391
91.20108393559096,0.00483307966613062,-11.20123266424932,56.2797038864563
93.32543007969905,0.004482147317722154,-11.06360409557721,55.67164999340044
95.49925860214358,0.004379976619199882,-10.92852435254133,55.05822814789088
97.72372209558111,0.004183082830741782,-10.79429787523472,54.43357756943617
100,0.003804201562532619,-10.6632040616772,53.80874663339728
102.3292992280754,0.003681431481440511,-10.5346329052479,53.17846201436598
104.71285480509,0.003483335284747457,-10.40740397720639,52.54842244567631
107.1519305237607,0.003255124046881105,-10.28226141417078,51.90766802393964
109.6478196143185,0.002880991116525982,-10.15933304138604,51.26872781409244
112.2018454301963,0.00278923042059351,-10.03920977050533,50.62693525277939
114.8153621496883,0.0026765319626507,-9.920386651314924,49.9762340334141
117.489755493953,0.002322344377785608,-9.803698118584615,49.33031181599832
120.2264434617413,0.001928935687408667,-9.690134916986374,48.68172262349196
123.0268770812381,0.001658102006458166,-9.578772981552799,48.02821268817338
125.8925411794168,0.001507071519291943,-9.468936350284343,47.36941030446481
128.8249551693135,0.001205512256209498,-9.361593315563111,46.71251856729704
131.8256738556408,0.001287189236540414,-9.257603942598841,46.05456178156464
134.8962882591653,0.0006556052865895727,-9.154187572140023,45.39970197407217
138.0384264602884,0.0002166764097993402,-9.053831096940447,44.74034381697214
141.2537544622754,1.587167959358396e-05,-8.956297365829579,44.08224238305308
144.5439770745928,0.0002395425071725143,-8.860414222228508,43.42191567840456
147.9108388168207,-0.0003000707942340431,-8.767272785208252,42.76781347308508
151.3561248436207,-0.0005534936362460231,-8.675864259593933,42.11156266015658
154.8816618912481,-0.0008232109846942229,-8.586997348554133,41.45496456411824
158.4893192461114,-0.0009513251490492619,-8.500589865624988,40.80565922331435
162.181009735893,-0.001063263999002771,-8.416200488899218,40.15304550572225
165.958690743756,-0.001475466300099708,-8.334610243775328,39.50552957247191
169.8243652461744,-0.001756805906502936,-8.254938898341084,38.86251015598631
173.7800828749376,-0.001790007719498561,-8.176873886631398,38.21979343749976
177.8279410038923,-0.002187263675081496,-8.100995071588496,37.58124615881417
181.9700858609983,-0.002529427403017411,-8.028075731397923,36.94401851524938
186.2087136662868,-0.002685335937104125,-7.957365068351947,36.3173074154606
190.5460717963248,-0.002852927790374531,-7.888441875894463,35.69087693587551
194.9844599758046,-0.003143665117552093,-7.820932292279524,35.06725672720042
199.5262314968879,-0.003430529121149562,-7.75615559003796,34.45006266820552
204.173794466953,-0.003746498738412448,-7.692303547479543,33.83961474980123
208.9296130854041,-0.00368512852799683,-7.631499986722584,33.22968311396392
213.7962089502233,-0.003827873952419632,-7.571937602987484,32.62802199746481
218.7761623949552,-0.004109725538094564,-7.515003730811202,32.03317487165809
223.872113856834,-0.00431191921351584,-7.459620729543274,31.44216337009291
229.0867652767774,-0.004413980476708983,-7.406077744931205,30.86038052075794
234.4228815319923,-0.004767525709895022,-7.353945146435903,30.28630409975185
239.883291901949,-0.004824422907796776,-7.303428939050622,29.71164990164134
245.4708915685029,-0.005182910684749529,-7.255436232011212,29.14942676335528
251.1886431509579,-0.005109060634061013,-7.208424542184818,28.59104967724193
257.0395782768865,-0.00548664246519923,-7.162873997728631,28.04319042482517
263.0267991895381,-0.005500491284639212,-7.119842275692423,27.49807162118549
269.1534803926914,-0.005710629610574142,-7.077991283356075,26.96038979185133
275.4228703338166,-0.006137564933552854,-7.037035866708634,26.4295625032711
281.8382931264455,-0.006405901182274644,-6.99818047707603,25.91227417046053
288.4031503126606,-0.006216875767914173,-6.960885540077856,25.39403075992182
295.1209226666384,-0.006540991846366481,-6.924306796686861,24.88676652912686
301.9951720402016,-0.006739182535746595,-6.889852927283239,24.39051907052428
309.0295432513592,-0.006756879596917835,-6.856759310160086,23.89791696299609
316.227766016838,-0.006900340634023458,-6.823647429340294,23.41181765284053
323.5936569296281,-0.007055059040178088,-6.792566541457729,22.93256787463096
331.1311214825911,-0.007137013630494408,-6.762823714761943,22.46429236797745
338.8441561392027,-0.007203682033179112,-6.733744796603976,22.00012160643294
346.7368504525317,-0.007110112723943055,-6.706705884631017,21.54535365050938
354.8133892335753,-0.007486856911908753,-6.679726295515484,21.10093531762474
363.0780547701014,-0.007357812047569375,-6.654394263192907,20.6612309156564
371.5352290971728,-0.007851801553647026,-6.629470684595258,20.22674896115754
380.1893963205613,-0.007930665301973323,-6.60624079431631,19.80344423276163
389.0451449942805,-0.007941729821104358,-6.584084112963984,19.38501421832891
398.1071705534973,-0.007856309791764143,-6.56266700972731,18.9760909143161
407.380277804113,-0.007931103384989615,-6.540672521311385,18.57431503278589
416.8693834703355,-0.007983546796010828,-6.521428269586219,18.17504176224048
426.5795188015926,-0.008336566567060522,-6.501838502024179,17.78895531523794
436.5158322401657,-0.008250424800649196,-6.483836111104279,17.40597354721021
446.683592150963,-0.00871280454141854,-6.465606170446311,17.03309243313896
457.0881896148752,-0.008699054339376854,-6.448954552783167,16.66778302541664
467.7351412871981,-0.008730161205673801,-6.432650164573896,16.30484440835357
478.630092322638,-0.009040922079952388,-6.417160736118781,15.95402539113893
489.7788193684461,-0.008838761328323145,-6.402022191269784,15.61042794039275
501.1872336272725,-0.009033634002294805,-6.387813213951637,15.27065517199953
512.8613839913648,-0.009168533557201338,-6.373582034554795,14.93513026200077
524.8074602497722,-0.00892976184088802,-6.361127958554221,14.60641472656603
537.0317963702527,-0.009080843636926494,-6.34782269145731,14.29001187012235
549.5408738576248,-0.009154013093846254,-6.336032625458956,13.97454769553056
562.3413251903492,-0.009459561633549057,-6.324508418325459,13.66360896255739
575.4399373371566,-0.009528547029390943,-6.312776237322266,13.36490479040714
588.843655355589,-0.009363043483355628,-6.302868224433763,13.06899081060115
602.5595860743581,-0.009311948111969687,-6.293000147625247,12.77861695349391
616.5950018614823,-0.009407269705438393,-6.283477534616626,12.49797261493988
630.957344480193,-0.009587604643538354,-6.273674423864608,12.22033820335946
645.6542290346556,-0.009768311362786221,-6.264628991802055,11.94770230597769
660.6934480075964,-0.009804163711787599,-6.256156658303574,11.68315629695312
676.0829753919818,-0.009793262958380625,-6.248286361934533,11.41844291825327
691.8309709189363,-0.00965701120486911,-6.240238340036651,11.16179105813216
707.9457843841381,-0.00969648366254513,-6.23250386029529,10.91217878201735
724.4359600749906,-0.009489247398228042,-6.225584675640703,10.6704527298142
741.3102413009177,-0.009624291078713399,-6.218512804528618,10.43217533512808
758.5775750291835,-0.009854572151938325,-6.212419045620925,10.19307937387453
776.2471166286912,-0.009848941150321044,-6.205894882863774,9.961556194185022
794.3282347242814,-0.009787780569102487,-6.199849760554491,9.738831472849881
812.8305161640994,-0.009853418984452791,-6.193887680593471,9.516424070090494
831.7637711026709,-0.009900445809135811,-6.189089378734639,9.301146408518036
851.1380382023759,-0.01007410302942559,-6.183480689792319,9.091184289977093
870.9635899560805,-0.009936315077361195,-6.178389514295423,8.884140531117485
891.2509381337459,-0.01017444984053692,-6.173571716523412,8.681461502685096
912.0108393559096,-0.01022632923492692,-6.168313146998027,8.483548387445879
933.2543007969905,-0.01035444254643957,-6.164385726577559,8.29210226976187
954.9925860214358,-0.01033567782014778,-6.160048859494081,8.10025818944184
977.2372209558112,-0.01025240618916803,-6.156294192086127,7.916162955695967
1000,-0.01011860521537881,-6.15293830502536,7.731822162920654
1023.292992280754,-0.01025360870096634,-6.148948790168712,7.555828300369285
1047.1285480509,-0.01032413199861495,-6.144572400108261,7.381481009083871
1071.519305237606,-0.01028537139531971,-6.142238671953018,7.212149149498529
1096.478196143185,-0.01023779694788368,-6.138735763671084,7.040980761590333
1122.018454301963,-0.01040285539405723,-6.135010912235007,6.879521543263778
1148.153621496883,-0.0100021354227351,-6.132453498115008,6.719606960903548
1174.897554939529,-0.01014028285178189,-6.129786061529749,6.56582369804643
1202.264434617413,-0.01020275142276278,-6.127271795901161,6.414648313872661
1230.268770812381,-0.01005332724184212,-6.124345891137296,6.263621466567088
1258.925411794168,-0.01025839007354906,-6.122045971029474,6.116433775539159
1288.249551693134,-0.01034648598771585,-6.119619350272554,5.971923564746334
1318.256738556408,-0.01010087272893774,-6.117159880767844,5.8325686670442
1348.962882591653,-0.01024029769410461,-6.114832024561967,5.69053479377272
1380.384264602885,-0.00993620912672908,-6.112756767203891,5.557129212970167
1412.537544622754,-0.009876700770997698,-6.110915285247972,5.428548507315668
1445.439770745928,-0.01017850177915171,-6.10905647275641,5.297885010550345
1479.108388168207,-0.009949159970912589,-6.107489084368974,5.169790550565438
1513.561248436209,-0.009749434361898804,-6.105475086108281,5.050259444711273
1548.816618912481,-0.009716203566577482,-6.104324207609487,4.928079422090718
1584.893192461114,-0.009627775189490382,-6.102534627607479,4.812728235884558
1621.81009735893,-0.009725166088935857,-6.101230083054865,4.698342019704702
1659.586907437561,-0.01022521043978647,-6.099404214218271,4.578891263550204
1698.243652461744,-0.009421495525075176,-6.097906350348621,4.471298556497629
1737.800828749376,-0.009912795028324454,-6.097043165698021,4.3659050311405
1778.279410038923,-0.01017068862164481,-6.095548021017808,4.249512111224163
1819.700858609983,-0.009638155794013697,-6.093875967990576,4.148948447790332
1862.087136662868,-0.01011553936385097,-6.092754079028348,4.051318178987728
1905.460717963246,-0.009834777060214066,-6.092192701141528,3.950057865316055
1949.844599758045,-0.009252801150507032,-6.09153887360801,3.850680480003234
1995.262314968879,-0.009318278624452343,-6.090018767904533,3.754507929965968
2041.737944669529,-0.00963192958314113,-6.089025096112755,3.660937015813825
2089.296130854038,-0.009277436048618004,-6.088384447742303,3.571203240889929
2137.962089502233,-0.008850282148116045,-6.086975904787978,3.47924974975416
2187.761623949552,-0.008916190836596399,-6.086170237076312,3.389057852209305
2238.72113856834,-0.008766836464171739,-6.085589072330054,3.30743751638586
2290.867652767773,-0.008601975965155047,-6.084752782262096,3.221439836422618
2344.228815319922,-0.008500566127403679,-6.083486396496522,3.139507503413633
2398.83291901949,-0.008677807225605931,-6.082945336892155,3.053252326120891
2454.708915685031,-0.009230527308173342,-6.082490951648661,2.973996987900733
2511.886431509579,-0.008612362276744607,-6.081577924762102,2.895094966181112
2570.395782768865,-0.008886246100914676,-6.080882894356479,2.823273393509069
2630.267991895381,-0.008090671934153479,-6.080368693008129,2.744172202587283
2691.534803926917,-0.007911193894517348,-6.079440140999078,2.671560455505421
2754.228703338166,-0.008589829381843139,-6.078657665783974,2.597705939448787
2818.382931264455,-0.0079804279818988,-6.078601152562095,2.528748987306905
2884.031503126606,-0.00827200873983056,-6.078645530090548,2.457507786712142
2951.209226666387,-0.006918331098006411,-6.078479843787483,2.391341455912595
3019.951720402016,-0.007246517055889942,-6.077647507941442,2.318431211835531
3090.295432513592,-0.007122912196275282,-6.077276361775002,2.253279531533252
3162.277660168379,-0.007115448226361077,-6.07699781291362,2.187929366647978
3235.936569296282,-0.006519929852286596,-6.076272400344417,2.12598793213049
3311.311214825912,-0.006896760082877625,-6.075948282740429,2.062657340627098
3388.441561392024,-0.006717946352962825,-6.075220788231467,2.00184868993685
3467.368504525316,-0.005549202256552396,-6.075677701987134,1.94255470927196
3548.133892335753,-0.00596439907740141,-6.075118871362012,1.879696054761126
3630.780547701014,-0.005859029839196539,-6.07402869961816,1.823995023725601
3715.352290971724,-0.005355514870465389,-6.074508297686608,1.766658695656929
3801.893963205613,-0.005307535083352478,-6.073702336282114,1.71183336808078
3890.451449942805,-0.004731383853519057,-6.073983065608436,1.645828722708401
3981.071705534973,-0.005379507236912127,-6.073723693661604,1.597972918392642
4073.802778041126,-0.004941680276403248,-6.072947174669312,1.544971554087397
4168.693834703355,-0.004687410822211158,-6.072644463015131,1.48375864049558
4265.795188015925,-0.004020809546823572,-6.072770449842228,1.437955596886308
4365.158322401661,-0.003822226221999946,-6.073310699933722,1.384273393667073
4466.83592150963,-0.003546838524518993,-6.072710167365168,1.332452129169837
4570.881896148752,-0.003348159940270243,-6.072357643275729,1.287381516724793
4677.351412871982,-0.00281913078566482,-6.071422200505017,1.231644142788923
4786.300923226385,-0.002952688535177313,-6.071416379958327,1.186962595895352
4897.788193684461,-0.002283435966054157,-6.071818346878562,1.140415442198048
5011.872336272725,-0.002292189981455834,-6.070638128056517,1.082098626550248
5128.613839913648,-0.005560613808128232,-6.071655390990677,1.037847689690238
5248.074602497729,-0.002980247621112774,-6.071029086167288,0.9915668364577357
5370.317963702527,-0.000891766344956064,-6.071206552947954,0.9466327530399266
5495.408738576249,0.0001709994618735711,-6.071604117201094,0.9041871165562156
5623.413251903491,-0.0002581434830647091,-6.070511126016887,0.8595110878475225
5754.399373371567,-0.0002580930378253865,-6.070169524985854,0.8140747792809035
5888.43655355589,-0.004491275058253702,-6.070260081121611,0.7679671783069892
6025.595860743575,0.0003428453163471082,-6.069799882565877,0.7212187180154075
6165.950018614823,0.001460577810792608,-6.069898502593178,0.6774067902280194
6309.57344480193,0.001241772489870038,-6.069970840743282,0.6361810081945123
6456.542290346556,-0.002875860712586312,-6.070189468017071,0.5928595510427854
6606.934480075957,0.002473950188722448,-6.069671254507732,0.5481064113202052
6760.829753919818,0.002399942352438818,-6.069125983338352,0.5070019712345228
6918.309709189363,-0.00469286723696576,-6.069454945695006,0.4614821362763166
7079.45784384138,0.00435943707033135,-6.070135764660657,0.4223716725318241
7244.359600749899,0.003681724407059136,-6.070170533692497,0.3855833120606746
7413.102413009177,0.0001784028960941716,-6.069836477933243,0.3420149004991728
7585.775750291836,0.004982413737909011,-6.069557013230591,0.303621347422478
7762.471166286919,-0.006048122267099115,-6.068971578949483,0.258498218544414
7943.282347242814,0.004965455969992197,-6.068567924801749,0.2197664092245901
8128.305161640995,0.003640782325206874,-6.070731102113203,0.1730298159539672
8317.637711026708,0.004346118151743015,-6.069740936373557,0.1362251402019794
8511.380382023766,0.006613973833067138,-6.069553518347868,0.0980422216432757
8709.635899560806,0.001932839219045005,-6.068899357555972,0.05529210837954679
8912.509381337459,0.008204756419373672,-6.069482425608906,0.009747551797232745
9120.108393559096,0.0003079362298120906,-6.069622189159389,-0.0246898571010945
9332.543007969914,0.009322007740636924,-6.069417572525556,-0.06836697399739933
9549.925860214358,0.002100917304314658,-6.069505874496283,-0.112282827717582
9772.372209558111,0.009748205825237305,-6.069158540878079,-0.1526689330467059
10000,0.006498737205846033,-6.068880159556755,-0.1922119802420639
10232.92992280754,0.01105434707895306,-6.070331388048398,-0.2361227783675304
10471.285480509,0.0106551388071202,-6.06937019861666,-0.2653314447438504
10715.19305237606,0.01058170803697939,-6.069964856491005,-0.3163674214282111
10964.78196143185,0.01233021185802839,-6.070536271571982,-0.3553105882585896
11220.18454301963,0.00278395751182503,-6.070417041977242,-0.3975791823048134
11481.53621496883,0.01296064041596258,-6.069947800187697,-0.4421458982265278
11748.97554939529,0.0106752534794872,-6.069830924489112,-0.4764645273773738
12022.64434617413,0.01348602814338775,-6.070001133097574,-0.5253247337667801
12302.68770812381,0.01383858225627022,-6.070074155830708,-0.573228791595028
12589.25411794167,-0.0009038116291375535,-6.069375518395184,-0.6123719892390511
12882.49551693134,0.01471894096393879,-6.069996016878148,-0.6508325020025865
13182.56738556407,0.01635774505123328,-6.070904271789265,-0.6924401766304698
13489.62882591653,0.009738760829757909,-6.07164657339712,-0.7382524012943179
13803.84264602885,0.01551866305103159,-6.070086942356216,-0.7801625949282833
14125.37544622754,0.01713157402549026,-6.071121133235585,-0.8215811140509004
14454.39770745928,0.01036604865212893,-6.071530346642088,-0.8755758742285309
14791.08388168207,0.0174003995539146,-6.071795736709634,-0.9171830313845195
15135.61248436209,0.01823991124109927,-6.070997132317545,-0.9543110715410847
15488.16618912481,0.002927401006779156,-6.070984879152288,-1.013546290999471
15848.93192461114,0.01903049254422129,-6.073027725176237,-1.055731787155182
16218.1009735893,0.01905448891357604,-6.072129618850743,-1.10825405892497
16595.86907437561,0.0191872135944067,-6.072157611167808,-1.155485319457984
16982.43652461744,0.01930425187160816,-6.072362735613289,-1.202476832067909
17378.00828749376,0.01970887887562816,-6.073411418478615,-1.253731878747921
17782.79410038923,0.02035814389943297,-6.072649378498099,-1.299283929618127
18197.00858609983,0.0166506869027172,-6.073697246479062,-1.34833215229358
18620.87136662867,0.02236037396027641,-6.075441101681833,-1.408493174009237
19054.60717963246,0.02241723603694088,-6.074341476719804,-1.452229576175533
19498.44599758045,0.01569546362136085,-6.075397110099243,-1.511664443051878
19952.62314968879,0.02141651074152743,-6.07395213924084,-1.565938602271643
20417.3794466953,0.02383881283611061,-6.074968300963607,-1.617930285144185
20892.96130854039,0.02388749635665769,-6.075668176934329,-1.668792078665263
21379.62089502233,0.01053949140277876,-6.077321578128561,-1.728356291722736
21877.61623949552,0.0248650741661205,-6.077154751372902,-1.778673360357232
22387.2113856834,0.01048695086492586,-6.077281431864987,-1.842583357461933
22908.67652767772,0.02560537618619141,-6.076318920824085,-1.897785612321968
23442.28815319923,0.02656290203865933,-6.077597486069804,-1.960247288843874
23988.3291901949,0.02546720541540656,-6.078292320949954,-2.021837750620925
24547.08915685031,0.02664212916073033,-6.078539461442373,-2.082737755646946
25118.86431509579,0.01669970326125485,-6.08041179448114,-2.157756032733715
25703.95782768865,0.02722868986353184,-6.080170461366965,-2.215409075593129
26302.67991895381,0.02878289242924944,-6.079968605323252,-2.277019832876185
26915.34803926917,0.0261435876776645,-6.08064689972456,-2.344916226461436
27542.28703338166,0.02888042808985499,-6.079842299730745,-2.406523542176444
28183.82931264455,0.02994327032170728,-6.080591330154336,-2.479715229968605
28840.31503126605,0.0192634492672871,-6.082911827577476,-2.552471166111456
29512.09226666387,0.02960914842910169,-6.083236832742413,-2.616989923316225
30199.51720402016,0.03045913300676108,-6.084790498370733,-2.685834181153865
30902.95432513592,0.03219028245258267,-6.085596266033702,-2.773650590345056
31622.7766016838,0.03393743070928803,-6.084622322434917,-2.84009551532489
32359.36569296281,0.02430482827456488,-6.086969083341488,-2.918010810329235
33113.11214825911,0.03355191642673167,-6.086689036277252,-2.992985886715388
33884.41561392024,0.03267473895554855,-6.088198463828722,-3.081484007784724
34673.68504525317,0.03467253615203905,-6.090977946606872,-3.172722176027317
35481.33892335753,0.02672278331445879,-6.089412317369111,-3.242943085282235
36307.80547701014,0.03699329047986868,-6.091614296071444,-3.337936273934687
37153.52290971724,0.03667848288703641,-6.09140000309865,-3.415007163662882
38018.93963205613,0.036093444248166,-6.092538434714619,-3.49892422176984
38904.51449942805,0.03802655865122167,-6.094621089560077,-3.602921155436256
39810.71705534973,0.0389234932505317,-6.094604306083243,-3.679561855016673
40738.02778041126,0.03788371144552449,-6.096559986982115,-3.777420420394009
41686.93834703355,0.03792444691432816,-6.096437998314508,-3.879609923461409
42657.95188015926,0.02840233732728314,-6.097641506820378,-3.978392953881945
43651.58322401661,0.04119597162903745,-6.100508559246395,-4.082166776171107
44668.3592150963,0.04157702390334819,-6.102373535862268,-4.175721105184948
45708.81896148752,0.04341957219885287,-6.102538585698781,-4.284150264921408
46773.51412871981,0.04372622877263446,-6.105308576333189,-4.405155299075517
47863.00923226385,0.04058551929782612,-6.107357101238499,-4.519607007023666
48977.88193684461,0.04510724140517231,-6.109678070913123,-4.608990792804775
50118.72336272724,0.04057624042922765,-6.11222589358924,-4.706583432052749
51286.13839913649,0.04571995414137134,-6.109980431565504,-4.831003062048353
52480.74602497728,0.04701029084173553,-6.11259649429774,-4.968606464929145
53703.17963702526,0.04296518222011721,-6.116197660633581,-5.07694165909129
54954.08738576248,0.04891982263063927,-6.121354075997901,-5.195698729630976
56234.13251903491,0.04269774215044087,-6.120305973696563,-5.335360875560909
57543.99373371566,0.05226214790482315,-6.123336012317403,-5.435865029775016
58884.3655355589,0.05207181320806047,-6.126990597580359,-5.586364846424225
60255.95860743574,0.05383018409995288,-6.129368445980415,-5.710031267799195
61659.50018614822,0.05483831229055353,-6.13243951756994,-5.844270912138086
63095.73444801931,0.05547286686172678,-6.133816843973992,-5.992375727997398
64565.42290346557,0.0578266301462438,-6.137665929245898,-6.133514088371015
66069.34480075957,0.05850359956967668,-6.13721635669127,-6.288704431068282
67608.29753919819,0.05481906080075384,-6.14400922395082,-6.441520309909286
69183.09709189364,0.05728950042758778,-6.14827178960652,-6.594582767703316
